f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,filename,0,CoRE_name,refcode,T,name,Df,Di,Dif,GPOAV,GPONAV,GPOV,GSA,POAV,POAV_vol_frac,PONAV,PONAV_vol_frac,VPOV,VSA,cell_v
171.0664,257.9344,955.2592,858.348,4404,10262,10540,6920,17.75,37.5,91,95.5,136.5,378.5,445.5,301,12.528575,33.87845,60.6163,58.00395,1.21,33.748,17.908,30.008,3249,4617,2166,3648,1,9,6,10,81,153,162,234,2.8561,11.5427,7.7402,12.8778,0,-20.78,-9.68,-16.28,0,432,304,506,0,0,0,0,0,64,36,64,0,8.38,5.56,9.28,244.0828444,523.9530667,891.3592889,1194.810844,885.4444444,2000,2830.222222,3047.111111,39.55555556,82.44444444,142.8888889,197.3333333,225.3333333,581.5555556,829.1111111,862.2222222,15.16173333,37.68091111,58.00291111,68.05244444,11.8336,9.333866667,19.58506667,22.58933333,64,50.66666667,106.6666667,101.3333333,1,1,2,2.666666667,1,3,4.666666667,6.666666667,0.5329,0.557233333,1.104733333,1.304266667,28.09,53,98.58,135.705122,0,0.726666667,1.186666667,2.606666667,0,1.666666667,2.666666667,8.666666667,0,0,0,0,0,-2,-2.666666667,-4,0,-0.033333333,-0.053333333,0.16,0,-4.7,-8,-11.47140667,9.6736,17.30773333,28.36586667,40.20906667,51.5,93.33333333,114.6666667,158.6666667,1,2,3.666666667,5.333333333,4.333333333,11.33333333,17.66666667,25.33333333,0.557566667,1.135,1.702633333,2.47,50.315,137.64,221.0734853,326.1985613,0,0.52,2.1,2.986666667,0,1,10,14.66666667,0,0,0,0,0,-1.333333333,-2,-2,0,-0.02,0.466666667,0.706666667,0,-4.5,-3.942813333,-4.61422,FOXHUX_clean.cif,,FOXHUX_clean,FOXHUX,295.8547177,FOXHUX.csv,3.59083,5.2601,5.25053,0,0.201541,0.201541352,0,0,0,1257.21,0.2317,0.2317,0,5426.03
638.044,1207.572,5630.2724,5671.332,28000,60448,108944,115232,70,200,564,752,876,3184,5544,6800,52.6822,188.4264,392.0148,543.2144,1.44,37.816,23.28,79.24,4096,4693.333333,10752,9685.333333,1,9.333333333,8.666666667,21.33333333,87.33333333,225.3333333,366,504.6666667,2.8561,11.5596,14.38753333,26.40906667,0,-20.31333333,-9,-40.43333333,0,524,386.6666667,1214,0,0,0,0,0,63.33333333,41.33333333,145.3333333,0,8.933333333,6.133333333,20.42666667,194.7441,385.65015,602.15305,703.1175,904.5,1800,2671,2724,26.5,55.5,85.5,105,141,348,496.5,531,12.49345,28.59885,42.17115,47.1429,11.45280714,9.863035714,19.7617,13.63521429,62,54,99.14285714,71.14285714,1,1.142857143,2,1.642857143,1.571428571,3.857142857,4.5,5.785714286,0.537185714,0.6446,1.028485714,0.88825,35.20428571,73.28857143,90.93656361,106.7964776,0,0.699285714,0.913928571,1.257857143,0,1.571428571,3.107142857,3.428571429,0,0,0,0,0,-1.571428571,-1.357142857,-2.428571429,0,-0.031428571,0.062857143,0.002857143,0,-4.714285714,-3.873206071,-7.172444286,6.9312,14.0448,20.8696,22.724,36.75,68.25,112,108.5,0.75,1.75,2.5,3,4.25,10.25,16.5,19,0.421875,0.928125,1.42875,1.5825,41.07,119.3381535,180.19,225.726307,0,0.7,0.735,1.645,0,2.5,1.5,5.5,0,0,0,0,0,0,-1,-1,0,0.075,-0.03,0.14,0,-3.1767775,-5.85,-8.303555,MAKFOW_clean.cif,,MAKFOW_clean,MAKFOW,457.836025,MAKFOW.csv,6.80185,8.33236,8.33236,0.307977,0,0.307977737,1048.24,1603.33,0.4067,0,0,0.4067,1384.25,3942.3
145.455,245.256,615.8416,635.296,2484,5668,6624,7136,16,36,64,80,100,244,320,384,12.4592,30.7332,45.7408,55.4128,2.4025,26.226,15.81,37.138,625,1225,600,1400,1,5,4,8,25,45,60,100,1.9321,5.4349,4.2812,8.34,0,-9.17,-4,-11.56,0,76,76,144,0,0,0,0,0,16,8,20,0,3.04,2.48,5.12,144.0441,255.969,399.6456,462.213,711,1260,1896,1944,18,36,54,66,90,216,294,306,8.9442,19.1268,27.591,31.0002,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABAYIO_clean.cif,,ABAYIO_clean,ABAYIO,440.4327248,ABAYIO.csv,4.31822,11.38838,11.38634,0.421124,0.083972,0.505096268,1304.51,1917.2,0.3997,382.289,0.0797,0.4794,1238.14,4796.6
83.8879,139.872,202.3112,299.472,1342,2328,2978,1632,11,20,28,36,48,112,126,88,7.4643,14.6236,21.0468,20.482,2.7225,21.384,25.245,51.117,900,900,1080,1680,1,4,6,12,16,40,72,96,1.7161,3.8776,6.0522,9.9036,0,-6.36,-5.4,-11.18,0,90,144,304,0,0,0,0,0,6,6,24,0,2.28,3.24,8.16,172.3438,360.366,552.5652,660.632,691,1488,2028,1970,27,56,86,108,142,348,478,498,11.2979,26.8576,38.335,41.9184,10.5376,12.138,24.7428,19.336,56.5,66,105,76,1,1.5,3,2.5,2.5,7.5,10,8,0.5477,0.85855,1.4025,1.12835,41.425,113.565,160.962614,135.052614,0,0.935,1.775,1.975,0,2,8,8.5,0,0,0,0,0,-2,-1,-1.5,0,-0.04,0.34,0.33,0,-6.9,-4.00711,-5.05711,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,UVARIT_clean.cif,,UVARIT_clean,UVARIT,436.2831134,UVARIT.csv,3.19761,4.77247,4.77247,0,0.0906568,0.090657101,0,0,0,154.715,0.1112,0.1112,0,1391.32
183.756,323.2224,1139.3658,1133.136,8672,15040,22376,15680,20,52,116,140,180,552,884,800,15.869,48.6472,85.6634,92.564,1.3689,28.1736,19.2699,38.025,3844,3472,6076,4712,1,7,7,11,49,112,175,196,2.9584,8.7892,10.9048,14.2244,0,-15.89,-8.28,-19.63,0,378,336,606,0,0,0,0,0,33,24,49,0,6.93,5.7,10.65,116.6135,212.874,324.1904,351.084,560,1020,1460,1428,15,30,44,50,74,174,228,216,7.2551,15.631,21.814,22.8998,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,9.2416,15.504,28.88,23.256,49,84,98,126,1,2,4,3,4,12,16,18,0.5625,1.155,1.71,1.7325,54.76,167.24,233.945228,250.86,0,0.98,2.66,1.47,0,2,14,3,0,0,0,0,0,-2,0,-3,0,-0.04,0.72,-0.06,0,-7.8,-2.01422,-11.7,UREVOE_clean.cif,,UREVOE_clean,UREVOE,375.7392843,UREVOE.csv,3.80725,4.98141,4.69195,0.156719,0,0.156719807,466.796,414.317,0.2554,0,0,0.2554,760.72,1622.23
409.8008,766.2048,1619.2512,2451.4368,5068,11760,16896,17712,50,104,188,296,292,776,1084,1176,32.5406,75.0932,128.4376,176.3216,3.5344,34.0656,35.955,75.1342,729,1134,1215,2079,1,5.5,7.5,15,30.5,72,124.5,183,1.5876,5.1093,7.2765,12.3606,0,-7.78,-5.025,-11.765,0,106.5,157.5,328,0,0,0,0,0,17.5,19,50,0,2.875,3.675,9.09,137.9434,276.828,424.8036,485.7176667,602,1224,1712,1714.666667,20,41.33333333,62.66666667,75.33333333,104,252,345.3333333,366,8.921466667,20.56413333,29.3172,31.96806667,10.1056,13.26,26.12186667,19.93333333,54,72,102.6666667,69.33333333,1,1.666666667,3.333333333,2.666666667,3,9,12,8.666666667,0.552633333,0.957366667,1.505,1.129733333,45.87,131.4566667,185.290152,140.1434853,0,0.95,2.07,2.04,0,2,10,10,0,0,0,0,0,-2,-0.666666667,-0.666666667,0,-0.04,0.466666667,0.466666667,0,-7.2,-3.342813333,-2.742813333,3.944533333,2.924,6.868533333,5.848,21.33333333,16,37.33333333,32,0.333333333,0.333333333,0.666666667,0.666666667,0.333333333,1,1.333333333,2,0.177633333,0.187366667,0.365,0.374733333,9.363333333,19.96333333,29.32666667,39.92666667,0,0.296666667,0.296666667,0.593333333,0,0.666666667,0.666666667,1.333333333,0,0,0,0,0,-0.666666667,-0.666666667,-1.333333333,0,-0.013333333,-0.013333333,-0.026666667,0,-2,-2,-4,LASWEJ_clean.cif,,LASWEJ_clean,LASWEJ,243.2926829,LASWEJ.csv,4.83707,7.10977,7.10977,0.388401,0,0.388401221,1437.15,877.603,0.4084,0,0,0.4084,1511.16,2148.88
147.6360667,286.0272,721.7866,574.648,1112.666667,3112,5106,4104,17.33333333,42.66666667,78.66666667,72,125.3333333,338.6666667,502.6666667,392,11.7858,31.92746667,51.737,45.472,2.5921,29.1088,19.0141,36.36453333,169,546,481,684.6666667,1,5.333333333,5,7.333333333,28.66666667,60.66666667,92.66666667,83.33333333,1.5876,4.9224,5.4684,6.8964,0,-9.493333333,-3.76,-10.78,0,27.33333333,28,42.66666667,0,0,0,0,0,17.33333333,9.333333333,24,0,2.813333333,1.96,3.766666667,132.2632,227.307,342.3216,343.5568,721,1248,1872,1876,15,30,42,42,72,162,192,192,8.5031,17.3558,24.049,24.015,11.3152,10.1184,22.68608,24.62592,61,55.2,123.2,133.2,1,1.2,2.4,2.6,1.6,4.8,7.2,6,0.53882,0.68068,1.338,1.44702,33.424,81.36,137.28,135.656,0,0.908,1.104,1.006,0,2,2.4,2.2,0,0,0,0,0,-2,-2,-1,0,-0.04,-0.048,-0.044,0,-6.36,-7.92,-7.14,11.8336,8.772,20.6056,19.2296,64,48,112,104,1,1,2,2,1,3,4,4,0.5329,0.5621,1.095,1.1096,28.09,59.89,87.98,99.11,0,0.89,0.89,1.29,0,2,2,3,0,0,0,0,0,-2,-2,-2,0,-0.04,-0.04,-0.06,0,-6,-6,-8.1,YOTXOW_clean.cif,,YOTXOW_clean,YOTXOW,363.4135566,YOTXOW.csv,5.79887,6.29303,6.29303,0.131341,0,0.13134184,379.919,236.034,0.1793,0,0,0.1793,518.644,1316.42
60.6222,95.08866667,102.8666,121.3622667,1501,2194,2336.666667,1249.333333,8.333333333,14.66666667,15.33333333,16,30,61.33333333,58,42.66666667,6.717233333,12.6636,13.34826667,10.9648,3.61,16.27825,15.08125,14.3355,841,717.75,891.75,2291,1,3,3,3.5,9,18,19.5,28.5,1.9044,3.3051,3.5742,5.8098,0,-2.8675,-2.2375,-0.895,0,62.25,56.25,22.5,0,0,0,0,0,3,2.5,1,0,1.745,1.55,0.62,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,7.87205,7.752,0,0,42.5,42,0,0,1,1,0,0,1,1,0,0,0.5777,0.5775,0,0,91.225,83.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DARBUU_clean.cif,,DARBUU_clean,DARBUU,282.2054054,DARBUU.csv,3.51957,5.38596,5.38596,0,0.357197,0.357196458,0,0,0,497.914,0.476,0.476,0,1046.04
458.6921,1013.192,2242.8748,2975.582,3935,10744,18160,22524,65,156,294,428,458,1304,2270,2928,34.4185,97.058,173.3302,238.6252,2.4025,31.16533333,29.55333333,65.61666667,625,1166.666667,1833.333333,2333.333333,1,6,8,14.66666667,36,88,168,220,1.9321,6.125266667,9.711466667,14.6228,0,-10.80666667,-6.666666667,-19.6,0,103.3333333,126.6666667,273.3333333,0,0,0,0,0,21.33333333,20,51.33333333,0,3.933333333,4.133333333,9.866666667,291.6393,515.814,947.0332,1151.846,1362,2424,4324,4880,35,72,120,160,192,484,714,868,16.3307,36.96,59.1856,74.276,11.1856,10.455,22.9402,22.9544,60.25,57,117.25,117.5,1,1.25,2.5,2.75,1.75,5.25,8,10.5,0.5403,0.710325,1.32375,1.486275,34.7575,86.7275,137.0381535,174.5781535,0,0.9125,1.245,1.9125,0,2,3.75,5.25,0,0,0,0,0,-2,-2,-3.5,0,-0.04,0.05,0.02,0,-6.45,-6.7017775,-11.2017775,11.8803,7.61175,31.37235,22.83525,60.75,40.5,162,121.5,0.75,0.75,2.25,2.25,0.75,3,4.5,7.5,0.378075,0.410025,1.166175,1.230075,10.4907,31.6965,52.6779,95.0895,0,1.0725,1.0725,3.2175,0,2.25,2.25,6.75,0,0,0,0,0,-2.25,-2.25,-5.25,0,-0.045,-0.045,-0.135,0,-5.67,-5.67,-17.01,CUVXAT_clean.cif,,CUVXAT_clean,CUVXAT,410.0571429,CUVXAT.csv,4.77619,6.50652,6.41724,0.35214,0,0.352141196,1329.72,1983.37,0.3739,0,0,0.3739,1411.89,5304.56
139.1288,231.168,398.6608,466.464,2528,4608,4672,4224,16,32,44,56,76,176,208,208,11.2528,24.2944,31.0604,34.6312,2.7225,22.704,16.83,39.534,900,960,720,1680,1,4,4,8,16,32,48,72,1.7161,3.8252,4.0348,7.86,0,-7.16,-3.6,-10.76,0,88,96,184,0,0,0,0,0,8,4,14,0,2.32,2.16,4.48,275.4568,480.369,876.1432,939.808,1324,2328,4132,4036,32,66,108,132,174,426,604,716,15.464,34.6346,54.5348,62.5172,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,15.1249,9.903107143,38.03976429,19.80621429,77.96428571,52.92857143,197.4285714,105.8571429,1,1,2.821428571,2,1,3.821428571,4.821428571,6,0.509242857,0.54945,1.472775,1.0989,16.50588571,45.40985714,73.40555714,90.81971429,0,1.333571429,1.333571429,2.667142857,0,2.821428571,2.821428571,5.642857143,0,0,0,0,0,-2.821428571,-2,-4,0,-0.056428571,-0.056428571,-0.112857143,0,-7.281428571,-7.281428571,-14.56285714,NATHUO_clean.cif,,NATHUO_clean,NATHUO,266.0607727,NATHUO.csv,6.68185,7.56418,7.42638,0.341965,0,0.341966119,1350.27,1430.3,0.368,0,0,0.368,1453.07,3886.67
111.7327,159.3408,395.094,526.32,744,1728,2784,2880,13,24,42,60,66,168,192,120,8.6869,18.9216,28.8306,33.726,1.7161,27.0384,20.043,44.3304,144,576,432,648,1,6,6,12,36,72,108,108,1.9321,6.0882,6.4218,9.174,0,-12.78,-7.44,-18.12,0,24,36,90,0,0,0,0,0,24,18,54,0,3.96,3.72,10.08,35.0097,46.308,53.9392,0,165,204,160,0,4,6,6,0,12,18,6,0,1.7956,2.8182,2.1462,0,11.8336,8.772,19.4016,0,64,48,72,0,1,1,2,0,1,3,2,0,0.5329,0.5621,0.803,0,28.09,59.89,51.977683,0,0,0.89,1.24,0,0,2,7,0,0,0,0,0,0,-2,0,0,0,-0.04,0.36,0,0,-6,0.79289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NIWZIE15_clean.cif,,NIWZIE15_clean,NIWZIE15,401.6013439,NIWZIE15.csv,2.46148,2.94235,2.94235,0,0,0,0,0,0,0,0,0,0,376.083
84.8135,146.6112,210.2672,299.472,1226,2208,2834,1632,11,20,28,36,48,112,126,88,7.2123,14.0316,20.1228,20.482,3.6481,24.7536,29.223,59.1718,784,840,1008,1568,1,4,6,12,16,40,72,96,1.4641,3.5816,5.5902,9.1476,0,-5.32,-3.84,-8.06,0,82,132,280,0,0,0,0,0,6,6,24,0,1.88,2.64,6.96,146.8186,294.5772,442.7556,495.5556667,943.3333333,1773.333333,2288,2456,21.33333333,44,65.33333333,76.66666667,109.3333333,261.3333333,345.3333333,340.6666667,10.30866667,23.2552,32.43826667,35.30526667,10.1056,13.26,26.12186667,19.93333333,54,72,102.6666667,69.33333333,1,1.666666667,3.333333333,2.666666667,3,9,12,8.666666667,0.552633333,0.957366667,1.505,1.129733333,45.87,131.4566667,185.290152,140.1434853,0,0.95,2.07,2.04,0,2,10,10,0,0,0,0,0,-2,-0.666666667,-0.666666667,0,-0.04,0.466666667,0.466666667,0,-7.2,-3.342813333,-2.742813333,8.382133333,11.7476,20.02653333,30.96,192,250.6666667,229.3333333,309.3333333,1,1.666666667,2.666666667,4.666666667,3,7.666666667,13.33333333,20.66666667,0.871233333,1.404566667,1.9358,2.972333333,260.27,417.0166667,467.7666667,741.0972453,0,0.316666667,0.356666667,1.18,0,7.333333333,20.66666667,48,0,0,0,0,0,-1.333333333,-2.666666667,-2.666666667,0,0.153333333,0.486666667,1.506666667,0,3.4,14.2,37.45718667,LOCZIO_clean.cif,,LOCZIO_clean,LOCZIO,264.8817622,LOCZIO.csv,3.83239,7.21759,7.21654,0.319583,0,0.319581798,917.461,857.732,0.3503,0,0,0.3503,1005.64,2448.56
374.5056,651.7624,1554.4928,1195.0144,42568,39776,57696,42752,44,104,168,168,328,944,960,1072,38.084,96.8584,124.5276,133.0792,1.687733333,20.73853333,10.2116,35.19133333,6764,3130.666667,6978.666667,5325.333333,1,4.666666667,3.333333333,8.666666667,25.33333333,58.66666667,64,114.6666667,2.8123,5.8026,5.3814,10.95733333,0,-9.193333333,-3.293333333,-14.64,0,370.6666667,206.6666667,690.6666667,0,0,0,0,0,14.66666667,5.333333333,25.33333333,0,4.453333333,2.433333333,8.153333333,220.0332,366.588,586.6212,694.161,1200,2016,3216,3816,24,48,72,90,120,288,408,522,13.5096,27.72,41.2296,51.8826,10.94508333,11.31775,19.33883333,18.955,59.33333333,62,105.3333333,104,1,1.333333333,2,2.333333333,2.333333333,5,6.333333333,11,0.5429,0.7546,1.110133333,1.3321,44.69,91.15333333,115.88,184.9433333,0,0.445,0.741666667,1.483333333,0,1,1.666666667,3.333333333,0,0,0,0,0,-1,-1.666666667,-3.333333333,0,-0.02,-0.033333333,-0.066666667,0,-3,-5,-10,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,HEDBOJ_clean.cif,,HEDBOJ_clean,HEDBOJ,370.4080677,HEDBOJ.csv,4.55303,6.12669,6.11551,0.17157,0,0.171569712,590.793,1103.46,0.3876,0,0,0.3876,1334.68,2846.91
222.5945,464.0352,829.9696,1382.9588,1752,4122,7378,7902,29,62,110,174,172,476,766,874,15.8533,37.5142,67.0966,94.8142,3.3489,33.3792,61.3782,85.5342,676,1092,2028,2184,1,6,12,18,36,108,180,252,1.5625,5.625,11.4,14.175,0,-7.26,-11.58,-13.8,0,114,234,384,0,0,0,0,0,18,42,66,0,3,5.88,11.16,119.3028,261.328,367.9492,306.32,540,1210,1516,986,16,34,48,42,82,192,244,154,7.4192,17.1442,22.8016,16.9642,9.2416,16.9936,23.6816,15.9296,49,91,98,56,1,2,3,2,4,10,14,6,0.5625,1.14,1.4175,0.84,54.76,138.38,171.732614,88.112614,0,0.49,1.33,0.84,0,1,7,6,0,0,0,0,0,-1,-1,1,0,-0.02,0.36,0.38,0,-3.9,-1.00711,2.89289,9.2416,20.07413333,29.84266667,24.17813333,49,107.3333333,130.6666667,100.3333333,1,2.333333333,3.666666667,3,5.666666667,14.66666667,18.66666667,13,0.5625,1.3275,1.7925,1.4125,54.76,156.6333333,208.2392807,162.112614,0,0.49,1.33,1.166666667,0,1,7,6.666666667,0,0,0,0,0,-0.333333333,1,0.333333333,0,-0.02,0.36,0.366666667,0,-3.9,-1.00711,0.29289,BAXGAK_clean.cif,,BAXGAK_clean,BAXGAK,263.6600639,BAXGAK.csv,3.49495,3.96007,3.96007,0,0.0927709,0.092771195,0,0,0,84.4563,0.1212,0.1212,0,696.834
171.1728571,328.5888,677.2573714,759.0802286,3562,6857.142857,12822.85714,13988.57143,19.14285714,45.71428571,75.42857143,102.8571429,121.1428571,320,521.1428571,630.8571429,14.11828571,35.35702857,57.83314286,76.48731429,2.943927273,23.56712727,20.34981818,58.61694545,853.3636364,933.8181818,2533.090909,2376,1,4,5.454545455,10.90909091,16,37.81818182,74.18181818,100.3636364,1.681054545,3.785381818,7.003418182,10.52203636,0,-6.909090909,-2.694545455,-16.11272727,0,84.72727273,75.27272727,240,0,0,0,0,0,6.545454545,3.272727273,18.54545455,0,2.265454545,1.712727273,6.087272727,277.0293,572.169,928.0056,1186.0042,1263,2652,4104,4648,39,84,134,176,218,552,822,958,18.1127,43.0584,65.9678,79.6108,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,10.5376,20.4,40.8,72.2016,56.5,111,222,300,1,2.5,5,9,6.5,19.5,39,53,0.5477,1.42835,2.8567,4.2293,41.425,185.32,370.64,500.452911,0,1.625,3.25,6.17,0,3.5,7,26,0,0,0,0,0,-1,-2,3,0,-0.07,-0.14,0.98,0,-11.85,-23.7,-17.12133,MAHCOQ_clean.cif,,MAHCOQ_clean,MAHCOQ,372.4363933,MAHCOQ.csv,7.96613,18.83938,18.83938,1.42484,0,1.424844433,4036.32,14488.4,0.7515,0,0,0.7515,2128.86,19279.3
92.5964,170.24,240.4392,372.096,1325,2296,3660,2016,13,24,36,48,60,144,180,144,8.8976,17.52,28.4948,27.72,3.61,23.104,38.76,72.2,841,812,1392,1624,1,4,8,16,16,48,96,128,1.9044,4.14,8.5008,12.5856,0,-4.56,-5.2,-7.6,0,88,184,408,0,0,0,0,0,4,8,32,0,2.52,4.88,12.96,436.3677,915.96,1497.2548,1838.072,1776,3840,5416,6032,65,136,220,280,356,880,1248,1376,26.9929,64.8648,95.4012,112.1512,9.2416,15.504,28.88,21.128,49,84,98,56,1,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,54.76,167.24,233.945228,150.325228,0,0.98,2.66,2.17,0,2,14,13,0,0,0,0,0,-2,0,1,0,-0.04,0.72,0.74,0,-7.8,-2.01422,1.88578,11.8336,13.158,32.5596,35.088,64,72,144,192,1,1.5,3.5,4,2.5,8.5,12.5,23,0.5329,0.84315,1.64615,2.2484,28.09,89.835,141.812683,239.56,0,1.335,2.575,3.56,0,3,10,8,0,0,0,0,0,-2.5,-1.5,-7.5,0,-0.06,0.3,-0.16,0,-9,-8.20711,-24,IKOSOQ_clean.cif,,IKOSOQ_clean,IKOSOQ,220.0201969,IKOSOQ.csv,4.15785,5.18747,5.187,0.133801,0.0275445,0.161345856,424.424,1102.16,0.1399,226.892,0.0288,0.1687,443.77,7878.19
